1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.455828199925914390e-01,3.455828199925914390e-01,3.455828199925913835e-01,2.615737977163584693e-01,2.615737977163584693e-01,2.615737977163585803e-01,2.214671026148297139e-01,2.214671026148297139e-01,2.214671026148296584e-01,2.033660533303716100e-01,2.033660533303716100e-01,2.033660533303716100e-01,1.934730954187353913e-01,1.934730954187353913e-01,1.934730954187353358e-01,1.469025824380849714e-02,1.469025824380849714e-02,1.469025824380834275e-02,3.513067245193027266e-02,3.513067245193027266e-02,3.513067245193028654e-02,9.129044770379635132e-02,9.129044770379635132e-02,9.129044770379637908e-02,1.176635647586020128e-01,1.176635647586020128e-01,1.176635647586023597e-01,1.324126072614282001e-01,1.324126072614282001e-01,1.324126072614282001e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.270531437776157180e-01,9.270531437776157180e-01,9.270531437776160510e-01,9.945893851937973595e-01,9.945893851937973595e-01,9.945893851937979147e-01,9.716657434407610650e-01,9.716657434407610650e-01,9.716657434407609539e-01,9.607157992059517371e-01,9.607157992059517371e-01,9.607157992059519591e-01,9.545354389131736061e-01,9.545354389131736061e-01,9.545354389131733841e-01,8.715291309141893761e-01,8.715291309141893761e-01,8.715291309141892651e-01,9.037888787490495623e-01,9.037888787490495623e-01,9.037888787490496734e-01,9.191271600913150097e-01,9.191271600913150097e-01,9.191271600913150097e-01,9.260072746307800307e-01,9.260072746307800307e-01,9.260072746307801417e-01,9.297557822438557995e-01,9.297557822438557995e-01,9.297557822438560216e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.395650332395061310e-01,9.395650332395061310e-01,9.395650332395067972e-01,9.915217516002572395e-01,9.915217516002572395e-01,9.915217516002574616e-01,9.629104770787506595e-01,9.629104770787506595e-01,9.629104770787511036e-01,9.492730737335842717e-01,9.492730737335842717e-01,9.492730737335842717e-01,9.415851419861013261e-01,9.415851419861013261e-01,9.415851419861009930e-01,8.366632428395446297e-01,8.366632428395446297e-01,8.366632428395446297e-01,8.775764588916383779e-01,8.775764588916383779e-01,8.775764588916382669e-01,8.970541227294898112e-01,8.970541227294898112e-01,8.970541227294897002e-01,9.057924445454169637e-01,9.057924445454169637e-01,9.057924445454170748e-01,9.105538177929983767e-01,9.105538177929983767e-01,9.105538177929984878e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.360634002367085316e-01,9.360634002367085316e-01,9.360634002367086426e-01,9.924787609146688006e-01,9.924787609146688006e-01,9.924787609146692446e-01,9.654860412920236445e-01,9.654860412920236445e-01,9.654860412920230894e-01,9.526121693350106945e-01,9.526121693350106945e-01,9.526121693350104724e-01,9.453521546213734528e-01,9.453521546213734528e-01,9.453521546213727866e-01,8.467264866727873818e-01,8.467264866727873818e-01,8.467264866727873818e-01,8.851487034866145631e-01,8.851487034866145631e-01,8.851487034866144521e-01,9.034331519589640092e-01,9.034331519589640092e-01,9.034331519589641202e-01,9.116357335537218498e-01,9.116357335537218498e-01,9.116357335537219608e-01,9.161050576107172549e-01,9.161050576107172549e-01,9.161050576107173660e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.450810125077460655e-01,4.450810125077460655e-01,4.450810125077462320e-01,3.390987432219333408e-01,3.390987432219333408e-01,3.390987432219333964e-01,2.879707599907314064e-01,2.879707599907314064e-01,2.879707599907312954e-01,2.648653881470171556e-01,2.648653881470171556e-01,2.648653881470171556e-01,2.522279016024699394e-01,2.522279016024699394e-01,2.522279016024698839e-01,1.942183488984888275e-03,1.942183488984888275e-03,1.942183488984618959e-03,5.978164840303261396e-02,5.978164840303261396e-02,5.978164840303284988e-02,1.277922275390725726e-01,1.277922275390725726e-01,1.277922275390728779e-01,1.595489301267798976e-01,1.595489301267798976e-01,1.595489301267800086e-01,1.772515836932671007e-01,1.772515836932671007e-01,1.772515836932670175e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.847553978401406560e-01,9.847553978401406560e-01,9.847553978401408781e-01,8.659310514494480415e-01,8.659310514494480415e-01,8.659310514494482636e-01,7.830758967681575866e-01,7.830758967681575866e-01,7.830758967681575866e-01,7.446403528589805587e-01,7.446403528589805587e-01,7.446403528589806697e-01,7.233020351992965891e-01,7.233020351992965891e-01,7.233020351992962560e-01,3.612304262233576035e-01,3.612304262233576035e-01,3.612304262233574925e-01,5.042729391138079942e-01,5.042729391138079942e-01,5.042729391138081052e-01,5.764544926329406849e-01,5.764544926329406849e-01,5.764544926329406849e-01,6.090595291921040433e-01,6.090595291921040433e-01,6.090595291921041543e-01,6.268952529197240331e-01,6.268952529197240331e-01,6.268952529197240331e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.575094080459443324e-01,8.575094080459443324e-01,8.575094080459445545e-01,6.981671466874401766e-01,6.981671466874401766e-01,6.981671466874402876e-01,6.108552152396494739e-01,6.108552152396494739e-01,6.108552152396493629e-01,5.708943054222060942e-01,5.708943054222060942e-01,5.708943054222059832e-01,5.488785984129203044e-01,5.488785984129203044e-01,5.488785984129201934e-01,1.271920316201631818e-01,1.271920316201631818e-01,1.271920316201630430e-01,2.865966354770140279e-01,2.865966354770140279e-01,2.865966354770140834e-01,3.762423274138549933e-01,3.762423274138549933e-01,3.762423274138550489e-01,4.171293644052292415e-01,4.171293644052292415e-01,4.171293644052293526e-01,4.396194874749441150e-01,4.396194874749441150e-01,4.396194874749440595e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.520484129736869194e-01,9.520484129736869194e-01,9.520484129736873635e-01,9.873477817967626358e-01,9.873477817967626358e-01,9.873477817967629688e-01,9.527564855494919938e-01,9.527564855494919938e-01,9.527564855494919938e-01,9.363069724151701356e-01,9.363069724151701356e-01,9.363069724151699136e-01,9.270458308037777817e-01,9.270458308037777817e-01,9.270458308037775597e-01,7.984261272699080259e-01,7.984261272699080259e-01,7.984261272699079148e-01,8.487471665769702467e-01,8.487471665769702467e-01,8.487471665769700246e-01,8.727455070517156077e-01,8.727455070517156077e-01,8.727455070517156077e-01,8.835143760417297765e-01,8.835143760417297765e-01,8.835143760417298875e-01,8.893829204884007300e-01,8.893829204884007300e-01,8.893829204884006190e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.200509334995018440e-01,9.200509334995018440e-01,9.200509334995018440e-01,9.959242438906932282e-01,9.959242438906932282e-01,9.959242438906935613e-01,9.760805530008008768e-01,9.760805530008008768e-01,9.760805530008007658e-01,9.665909620762150878e-01,9.665909620762150878e-01,9.665909620762150878e-01,9.612314166172093444e-01,9.612314166172093444e-01,9.612314166172091223e-01,8.898560584788746120e-01,8.898560584788746120e-01,8.898560584788745009e-01,9.175437666022396854e-01,9.175437666022396854e-01,9.175437666022396854e-01,9.307008407660700700e-01,9.307008407660700700e-01,9.307008407660701810e-01,9.366021268836048908e-01,9.366021268836048908e-01,9.366021268836048908e-01,9.398172028598615890e-01,9.398172028598615890e-01,9.398172028598617000e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.321234289618790525e-01,4.321234289618790525e-01,4.321234289618790525e-01,3.289055068265591131e-01,3.289055068265591131e-01,3.289055068265592241e-01,2.791894232531881292e-01,2.791894232531881292e-01,2.791894232531880737e-01,2.567264641977966000e-01,2.567264641977966000e-01,2.567264641977966000e-01,2.444417115024032916e-01,2.444417115024032916e-01,2.444417115024032083e-01,2.955922745957411443e-03,2.955922745957411443e-03,2.955922745956894929e-03,5.613735478662328082e-02,5.613735478662328082e-02,5.613735478662309347e-02,1.227191861281094198e-01,1.227191861281094198e-01,1.227191861281093782e-01,1.538316169991172100e-01,1.538316169991172100e-01,1.538316169991171545e-01,1.711823352791188579e-01,1.711823352791188579e-01,1.711823352791187747e-01
